neighborhoodCrimeStatisticsID,neighborhood,ucrDescription,number,reportMonth,reportYear
1328,UNIVERSITY OF MINNESOTA,Robbery,,9,2017
1329,VENTURA VILLAGE,Aggravated Assault,2,9,2017
1330,VENTURA VILLAGE,Arson,2,9,2017
1331,VENTURA VILLAGE,Auto Theft,1,9,2017
1332,VENTURA VILLAGE,Burglary,5,9,2017
1333,VENTURA VILLAGE,Homicide,1,9,2017
1334,VENTURA VILLAGE,Larceny,15,9,2017
1335,VENTURA VILLAGE,Rape,,9,2017
1336,VENTURA VILLAGE,Robbery,4,9,2017
1337,VICTORY,Aggravated Assault,1,9,2017
1338,VICTORY,Arson,,9,2017
1339,VICTORY,Auto Theft,1,9,2017
1340,VICTORY,Burglary,8,9,2017
1341,VICTORY,Homicide,,9,2017
1342,VICTORY,Larceny,4,9,2017
1343,VICTORY,Rape,1,9,2017
1344,VICTORY,Robbery,2,9,2017
1345,WAITE PARK,Aggravated Assault,,9,2017
1346,WAITE PARK,Arson,,9,2017
1347,WAITE PARK,Auto Theft,1,9,2017
1348,WAITE PARK,Burglary,3,9,2017
1349,WAITE PARK,Homicide,,9,2017
1350,WAITE PARK,Larceny,3,9,2017
1351,WAITE PARK,Rape,,9,2017
1352,WAITE PARK,Robbery,,9,2017
1353,WEBBER - CAMDEN,Aggravated Assault,11,9,2017
1354,WEBBER - CAMDEN,Arson,,9,2017
1355,WEBBER - CAMDEN,Auto Theft,,9,2017
1356,WEBBER - CAMDEN,Burglary,11,9,2017
1357,WEBBER - CAMDEN,Homicide,,9,2017
1358,WEBBER - CAMDEN,Larceny,9,9,2017
1359,WEBBER - CAMDEN,Rape,,9,2017
1360,WEBBER - CAMDEN,Robbery,,9,2017
1361,WENONAH,Aggravated Assault,2,9,2017
1362,WENONAH,Arson,,9,2017
1363,WENONAH,Auto Theft,1,9,2017
1364,WENONAH,Burglary,4,9,2017
1365,WENONAH,Homicide,,9,2017
1366,WENONAH,Larceny,5,9,2017
1367,WENONAH,Rape,2,9,2017
1368,WENONAH,Robbery,1,9,2017
1369,WEST CALHOUN,Aggravated Assault,,9,2017
1370,WEST CALHOUN,Arson,,9,2017
1371,WEST CALHOUN,Auto Theft,2,9,2017
1372,WEST CALHOUN,Burglary,3,9,2017
1373,WEST CALHOUN,Homicide,,9,2017
1374,WEST CALHOUN,Larceny,9,9,2017
1375,WEST CALHOUN,Rape,,9,2017
1376,WEST CALHOUN,Robbery,,9,2017
1377,WHITTIER,Aggravated Assault,5,9,2017
1378,WHITTIER,Arson,1,9,2017
1379,WHITTIER,Auto Theft,5,9,2017
1380,WHITTIER,Burglary,8,9,2017
1381,WHITTIER,Homicide,,9,2017
1382,WHITTIER,Larceny,57,9,2017
1383,WHITTIER,Rape,1,9,2017
1384,WHITTIER,Robbery,8,9,2017
1385,WILLARD - HAY,Aggravated Assault,10,9,2017
1386,WILLARD - HAY,Arson,1,9,2017
1387,WILLARD - HAY,Auto Theft,6,9,2017
1388,WILLARD - HAY,Burglary,13,9,2017
1389,WILLARD - HAY,Homicide,,9,2017
1390,WILLARD - HAY,Larceny,15,9,2017
1391,WILLARD - HAY,Rape,1,9,2017
1392,WILLARD - HAY,Robbery,2,9,2017
1393,WINDOM,Aggravated Assault,1,9,2017
1394,WINDOM,Arson,,9,2017
1395,WINDOM,Auto Theft,,9,2017
1396,WINDOM,Burglary,1,9,2017
1397,WINDOM,Homicide,1,9,2017
1398,WINDOM,Larceny,9,9,2017
1399,WINDOM,Rape,1,9,2017
1400,WINDOM,Robbery,,9,2017
1401,WINDOM PARK,Aggravated Assault,2,9,2017
1402,WINDOM PARK,Arson,,9,2017
1403,WINDOM PARK,Auto Theft,2,9,2017
1404,WINDOM PARK,Burglary,,9,2017
1405,WINDOM PARK,Homicide,,9,2017
1406,WINDOM PARK,Larceny,5,9,2017
1407,WINDOM PARK,Rape,,9,2017
1408,WINDOM PARK,Robbery,,9,2017
1409,** NOT ASSIGNED **,Aggravated Assault,2,10,2017
1410,** NOT ASSIGNED **,Arson,,10,2017
1411,** NOT ASSIGNED **,Auto Theft,,10,2017
1412,** NOT ASSIGNED **,Burglary,,10,2017
1413,** NOT ASSIGNED **,Homicide,,10,2017
1414,** NOT ASSIGNED **,Larceny,14,10,2017
1415,** NOT ASSIGNED **,Rape,1,10,2017
1416,** NOT ASSIGNED **,Robbery,,10,2017
1417,ARMATAGE,Aggravated Assault,,10,2017
1418,ARMATAGE,Arson,,10,2017
1419,ARMATAGE,Auto Theft,1,10,2017
1420,ARMATAGE,Burglary,1,10,2017
1421,ARMATAGE,Homicide,,10,2017
1422,ARMATAGE,Larceny,5,10,2017
1423,ARMATAGE,Rape,,10,2017
1424,ARMATAGE,Robbery,,10,2017
1425,AUDUBON PARK,Aggravated Assault,1,10,2017
1426,AUDUBON PARK,Arson,,10,2017
1427,AUDUBON PARK,Auto Theft,1,10,2017
1428,AUDUBON PARK,Burglary,15,10,2017
1429,AUDUBON PARK,Homicide,,10,2017
1430,AUDUBON PARK,Larceny,10,10,2017
1431,AUDUBON PARK,Rape,,10,2017
1432,AUDUBON PARK,Robbery,4,10,2017
1433,BANCROFT,Aggravated Assault,2,10,2017
1434,BANCROFT,Arson,,10,2017
1435,BANCROFT,Auto Theft,1,10,2017
1436,BANCROFT,Burglary,8,10,2017
1437,BANCROFT,Homicide,,10,2017
1438,BANCROFT,Larceny,4,10,2017
1439,BANCROFT,Rape,,10,2017
1440,BANCROFT,Robbery,1,10,2017
1441,BELTRAMI,Aggravated Assault,,10,2017
1442,BELTRAMI,Arson,,10,2017
1443,BELTRAMI,Auto Theft,1,10,2017
1444,BELTRAMI,Burglary,1,10,2017
1445,BELTRAMI,Homicide,,10,2017
1446,BELTRAMI,Larceny,3,10,2017
1447,BELTRAMI,Rape,,10,2017
1448,BELTRAMI,Robbery,2,10,2017
1449,BOTTINEAU,Aggravated Assault,,10,2017
1450,BOTTINEAU,Arson,,10,2017
1451,BOTTINEAU,Auto Theft,1,10,2017
1452,BOTTINEAU,Burglary,1,10,2017
1453,BOTTINEAU,Homicide,,10,2017
1454,BOTTINEAU,Larceny,6,10,2017
1455,BOTTINEAU,Rape,,10,2017
1456,BOTTINEAU,Robbery,,10,2017
1457,BRYANT,Aggravated Assault,1,10,2017
1458,BRYANT,Arson,,10,2017
1459,BRYANT,Auto Theft,,10,2017
1460,BRYANT,Burglary,2,10,2017
1461,BRYANT,Homicide,,10,2017
1462,BRYANT,Larceny,4,10,2017
1463,BRYANT,Rape,,10,2017
1464,BRYANT,Robbery,1,10,2017
1465,BRYN - MAWR,Aggravated Assault,,10,2017
1466,BRYN - MAWR,Arson,,10,2017
1467,BRYN - MAWR,Auto Theft,1,10,2017
1468,BRYN - MAWR,Burglary,8,10,2017
1469,BRYN - MAWR,Homicide,,10,2017
1470,BRYN - MAWR,Larceny,3,10,2017
1471,BRYN - MAWR,Rape,,10,2017
1472,BRYN - MAWR,Robbery,,10,2017
1473,CAMDEN INDUSTRIAL,Aggravated Assault,,10,2017
1474,CAMDEN INDUSTRIAL,Arson,,10,2017
1475,CAMDEN INDUSTRIAL,Auto Theft,,10,2017
1476,CAMDEN INDUSTRIAL,Burglary,,10,2017
1477,CAMDEN INDUSTRIAL,Homicide,,10,2017
1478,CAMDEN INDUSTRIAL,Larceny,,10,2017
1479,CAMDEN INDUSTRIAL,Rape,,10,2017
1480,CAMDEN INDUSTRIAL,Robbery,,10,2017
1481,CARAG,Aggravated Assault,,10,2017
1482,CARAG,Arson,,10,2017
1483,CARAG,Auto Theft,1,10,2017
1484,CARAG,Burglary,10,10,2017
1485,CARAG,Homicide,,10,2017
1486,CARAG,Larceny,18,10,2017
1487,CARAG,Rape,2,10,2017
1488,CARAG,Robbery,2,10,2017
1489,CEDAR - ISLES - DEAN,Aggravated Assault,,10,2017
1490,CEDAR - ISLES - DEAN,Arson,,10,2017
1491,CEDAR - ISLES - DEAN,Auto Theft,1,10,2017
1492,CEDAR - ISLES - DEAN,Burglary,2,10,2017
1493,CEDAR - ISLES - DEAN,Homicide,,10,2017
1494,CEDAR - ISLES - DEAN,Larceny,3,10,2017
1495,CEDAR - ISLES - DEAN,Rape,,10,2017
1496,CEDAR - ISLES - DEAN,Robbery,,10,2017
1497,CEDAR RIVERSIDE,Aggravated Assault,5,10,2017
1498,CEDAR RIVERSIDE,Arson,,10,2017
1499,CEDAR RIVERSIDE,Auto Theft,4,10,2017
1500,CEDAR RIVERSIDE,Burglary,1,10,2017
1501,CEDAR RIVERSIDE,Homicide,,10,2017
1502,CEDAR RIVERSIDE,Larceny,21,10,2017
1503,CEDAR RIVERSIDE,Rape,1,10,2017
1504,CEDAR RIVERSIDE,Robbery,3,10,2017
1505,CENTRAL,Aggravated Assault,6,10,2017
1506,CENTRAL,Arson,,10,2017
1507,CENTRAL,Auto Theft,2,10,2017
1508,CENTRAL,Burglary,11,10,2017
1509,CENTRAL,Homicide,,10,2017
1510,CENTRAL,Larceny,6,10,2017
1511,CENTRAL,Rape,,10,2017
1512,CENTRAL,Robbery,6,10,2017
1513,CLEVELAND,Aggravated Assault,2,10,2017
1514,CLEVELAND,Arson,1,10,2017
1515,CLEVELAND,Auto Theft,2,10,2017
1516,CLEVELAND,Burglary,3,10,2017
1517,CLEVELAND,Homicide,,10,2017
1518,CLEVELAND,Larceny,3,10,2017
1519,CLEVELAND,Rape,1,10,2017
1520,CLEVELAND,Robbery,1,10,2017
1521,COLUMBIA PARK,Aggravated Assault,1,10,2017
1522,COLUMBIA PARK,Arson,,10,2017
1523,COLUMBIA PARK,Auto Theft,,10,2017
1524,COLUMBIA PARK,Burglary,2,10,2017
1525,COLUMBIA PARK,Homicide,,10,2017
1526,COLUMBIA PARK,Larceny,3,10,2017
1527,COLUMBIA PARK,Rape,1,10,2017
1528,COLUMBIA PARK,Robbery,,10,2017
1529,COMO,Aggravated Assault,1,10,2017
1530,COMO,Arson,,10,2017
1531,COMO,Auto Theft,3,10,2017
1532,COMO,Burglary,1,10,2017
1533,COMO,Homicide,,10,2017
1534,COMO,Larceny,15,10,2017
1535,COMO,Rape,2,10,2017
1536,COMO,Robbery,1,10,2017
1537,COOPER,Aggravated Assault,,10,2017
1538,COOPER,Arson,,10,2017
1539,COOPER,Auto Theft,1,10,2017
1540,COOPER,Burglary,2,10,2017
1541,COOPER,Homicide,,10,2017
1542,COOPER,Larceny,8,10,2017
1543,COOPER,Rape,,10,2017
1544,COOPER,Robbery,,10,2017
1545,CORCORAN,Aggravated Assault,1,10,2017
1546,CORCORAN,Arson,,10,2017
1547,CORCORAN,Auto Theft,3,10,2017
1548,CORCORAN,Burglary,7,10,2017
1549,CORCORAN,Homicide,1,10,2017
1550,CORCORAN,Larceny,4,10,2017
1551,CORCORAN,Rape,,10,2017
1552,CORCORAN,Robbery,2,10,2017
1553,DIAMOND LAKE,Aggravated Assault,1,10,2017
1554,DIAMOND LAKE,Arson,,10,2017
1555,DIAMOND LAKE,Auto Theft,,10,2017
1556,DIAMOND LAKE,Burglary,4,10,2017
1557,DIAMOND LAKE,Homicide,,10,2017
1558,DIAMOND LAKE,Larceny,6,10,2017
1559,DIAMOND LAKE,Rape,,10,2017
1560,DIAMOND LAKE,Robbery,,10,2017
1561,DOWNTOWN EAST,Aggravated Assault,,10,2017
1562,DOWNTOWN EAST,Arson,,10,2017
1563,DOWNTOWN EAST,Auto Theft,1,10,2017
1564,DOWNTOWN EAST,Burglary,1,10,2017
1565,DOWNTOWN EAST,Homicide,,10,2017
1566,DOWNTOWN EAST,Larceny,23,10,2017
1567,DOWNTOWN EAST,Rape,1,10,2017
1568,DOWNTOWN EAST,Robbery,1,10,2017
1569,DOWNTOWN WEST,Aggravated Assault,9,10,2017
1570,DOWNTOWN WEST,Arson,,10,2017
1571,DOWNTOWN WEST,Auto Theft,7,10,2017
1572,DOWNTOWN WEST,Burglary,8,10,2017
1573,DOWNTOWN WEST,Homicide,,10,2017
1574,DOWNTOWN WEST,Larceny,142,10,2017
1575,DOWNTOWN WEST,Rape,6,10,2017
1576,DOWNTOWN WEST,Robbery,10,10,2017
1577,EAST HARRIET,Aggravated Assault,1,10,2017
1578,EAST HARRIET,Arson,,10,2017
1579,EAST HARRIET,Auto Theft,1,10,2017
1580,EAST HARRIET,Burglary,2,10,2017
1581,EAST HARRIET,Homicide,,10,2017
1582,EAST HARRIET,Larceny,10,10,2017
1583,EAST HARRIET,Rape,,10,2017
1584,EAST HARRIET,Robbery,,10,2017
1585,EAST ISLES,Aggravated Assault,,10,2017
1586,EAST ISLES,Arson,,10,2017
1587,EAST ISLES,Auto Theft,2,10,2017
1588,EAST ISLES,Burglary,2,10,2017
1589,EAST ISLES,Homicide,,10,2017
1590,EAST ISLES,Larceny,15,10,2017
1591,EAST ISLES,Rape,,10,2017
1592,EAST ISLES,Robbery,,10,2017
1593,EAST PHILLIPS,Aggravated Assault,5,10,2017
1594,EAST PHILLIPS,Arson,,10,2017
1595,EAST PHILLIPS,Auto Theft,5,10,2017
1596,EAST PHILLIPS,Burglary,5,10,2017
1597,EAST PHILLIPS,Homicide,,10,2017
1598,EAST PHILLIPS,Larceny,17,10,2017
1599,EAST PHILLIPS,Rape,,10,2017
1600,EAST PHILLIPS,Robbery,3,10,2017
1601,ECCO,Aggravated Assault,1,10,2017
1602,ECCO,Arson,,10,2017
1603,ECCO,Auto Theft,1,10,2017
1604,ECCO,Burglary,2,10,2017
1605,ECCO,Homicide,,10,2017
1606,ECCO,Larceny,18,10,2017
1607,ECCO,Rape,,10,2017
1608,ECCO,Robbery,2,10,2017
1609,ELLIOT PARK,Aggravated Assault,1,10,2017
1610,ELLIOT PARK,Arson,1,10,2017
1611,ELLIOT PARK,Auto Theft,1,10,2017
1612,ELLIOT PARK,Burglary,2,10,2017
1613,ELLIOT PARK,Homicide,1,10,2017
1614,ELLIOT PARK,Larceny,24,10,2017
1615,ELLIOT PARK,Rape,3,10,2017
1616,ELLIOT PARK,Robbery,,10,2017
1617,ERICSSON,Aggravated Assault,,10,2017
1618,ERICSSON,Arson,,10,2017
1619,ERICSSON,Auto Theft,,10,2017
1620,ERICSSON,Burglary,18,10,2017
1621,ERICSSON,Homicide,,10,2017
1622,ERICSSON,Larceny,5,10,2017
1623,ERICSSON,Rape,,10,2017
1624,ERICSSON,Robbery,,10,2017
1625,FIELD,Aggravated Assault,,10,2017
1626,FIELD,Arson,,10,2017
1627,FIELD,Auto Theft,,10,2017
1628,FIELD,Burglary,5,10,2017
1629,FIELD,Homicide,,10,2017
1630,FIELD,Larceny,5,10,2017
1631,FIELD,Rape,,10,2017
1632,FIELD,Robbery,,10,2017
1633,FOLWELL,Aggravated Assault,8,10,2017
1634,FOLWELL,Arson,,10,2017
1635,FOLWELL,Auto Theft,3,10,2017
1636,FOLWELL,Burglary,5,10,2017
1637,FOLWELL,Homicide,,10,2017
1638,FOLWELL,Larceny,13,10,2017
1639,FOLWELL,Rape,1,10,2017
1640,FOLWELL,Robbery,5,10,2017
1641,FULTON,Aggravated Assault,,10,2017
1642,FULTON,Arson,,10,2017
1643,FULTON,Auto Theft,2,10,2017
1644,FULTON,Burglary,6,10,2017
1645,FULTON,Homicide,,10,2017
1646,FULTON,Larceny,10,10,2017
1647,FULTON,Rape,1,10,2017
1648,FULTON,Robbery,1,10,2017
1649,HALE,Aggravated Assault,1,10,2017
1650,HALE,Arson,,10,2017
1651,HALE,Auto Theft,,10,2017
1652,HALE,Burglary,2,10,2017
1653,HALE,Homicide,,10,2017
1654,HALE,Larceny,2,10,2017
1655,HALE,Rape,,10,2017
1656,HALE,Robbery,,10,2017
1657,HARRISON,Aggravated Assault,2,10,2017
1658,HARRISON,Arson,,10,2017
1659,HARRISON,Auto Theft,2,10,2017
1660,HARRISON,Burglary,1,10,2017
1661,HARRISON,Homicide,,10,2017
1662,HARRISON,Larceny,6,10,2017
1663,HARRISON,Rape,1,10,2017
1664,HARRISON,Robbery,2,10,2017
1665,HAWTHORNE,Aggravated Assault,11,10,2017
1666,HAWTHORNE,Arson,,10,2017
1667,HAWTHORNE,Auto Theft,12,10,2017
1668,HAWTHORNE,Burglary,8,10,2017
1669,HAWTHORNE,Homicide,,10,2017
1670,HAWTHORNE,Larceny,23,10,2017
1671,HAWTHORNE,Rape,2,10,2017
1672,HAWTHORNE,Robbery,6,10,2017
1673,HIAWATHA,Aggravated Assault,1,10,2017
1674,HIAWATHA,Arson,,10,2017
1675,HIAWATHA,Auto Theft,2,10,2017
1676,HIAWATHA,Burglary,2,10,2017
1677,HIAWATHA,Homicide,,10,2017
1678,HIAWATHA,Larceny,15,10,2017
1679,HIAWATHA,Rape,,10,2017
1680,HIAWATHA,Robbery,,10,2017
1681,HOLLAND,Aggravated Assault,,10,2017
1682,HOLLAND,Arson,,10,2017
1683,HOLLAND,Auto Theft,,10,2017
1684,HOLLAND,Burglary,7,10,2017
1685,HOLLAND,Homicide,,10,2017
1686,HOLLAND,Larceny,12,10,2017
1687,HOLLAND,Rape,,10,2017
1688,HOLLAND,Robbery,1,10,2017
1689,HOWE,Aggravated Assault,0,10,2017
1690,HOWE,Arson,,10,2017
1691,HOWE,Auto Theft,2,10,2017
1692,HOWE,Burglary,8,10,2017
1693,HOWE,Homicide,,10,2017
1694,HOWE,Larceny,23,10,2017
1695,HOWE,Rape,,10,2017
1696,HOWE,Robbery,1,10,2017
1697,HUMBOLDT INDUSTRIAL AREA,Aggravated Assault,,10,2017
1698,HUMBOLDT INDUSTRIAL AREA,Arson,,10,2017
1699,HUMBOLDT INDUSTRIAL AREA,Auto Theft,,10,2017
1700,HUMBOLDT INDUSTRIAL AREA,Burglary,,10,2017
1701,HUMBOLDT INDUSTRIAL AREA,Homicide,,10,2017
1702,HUMBOLDT INDUSTRIAL AREA,Larceny,,10,2017
1703,HUMBOLDT INDUSTRIAL AREA,Rape,,10,2017
1704,HUMBOLDT INDUSTRIAL AREA,Robbery,,10,2017
1705,JORDAN,Aggravated Assault,12,10,2017
1706,JORDAN,Arson,,10,2017
1707,JORDAN,Auto Theft,9,10,2017
1708,JORDAN,Burglary,12,10,2017
1709,JORDAN,Homicide,,10,2017
1710,JORDAN,Larceny,22,10,2017
1711,JORDAN,Rape,1,10,2017
1712,JORDAN,Robbery,9,10,2017
1713,KEEWAYDIN,Aggravated Assault,,10,2017
1714,KEEWAYDIN,Arson,,10,2017
1715,KEEWAYDIN,Auto Theft,,10,2017
1716,KEEWAYDIN,Burglary,5,10,2017
1717,KEEWAYDIN,Homicide,,10,2017
1718,KEEWAYDIN,Larceny,6,10,2017
1719,KEEWAYDIN,Rape,,10,2017
1720,KEEWAYDIN,Robbery,,10,2017
1721,KENNY,Aggravated Assault,1,10,2017
1722,KENNY,Arson,,10,2017
1723,KENNY,Auto Theft,1,10,2017
1724,KENNY,Burglary,1,10,2017
1725,KENNY,Homicide,,10,2017
1726,KENNY,Larceny,3,10,2017
1727,KENNY,Rape,,10,2017
1728,KENNY,Robbery,,10,2017
1729,KENWOOD,Aggravated Assault,,10,2017
1730,KENWOOD,Arson,,10,2017
1731,KENWOOD,Auto Theft,1,10,2017
1732,KENWOOD,Burglary,4,10,2017
1733,KENWOOD,Homicide,,10,2017
1734,KENWOOD,Larceny,1,10,2017
1735,KENWOOD,Rape,,10,2017
1736,KENWOOD,Robbery,,10,2017
1737,KING FIELD,Aggravated Assault,4,10,2017
1738,KING FIELD,Arson,,10,2017
1739,KING FIELD,Auto Theft,1,10,2017
1740,KING FIELD,Burglary,13,10,2017
1741,KING FIELD,Homicide,,10,2017
1742,KING FIELD,Larceny,13,10,2017
1743,KING FIELD,Rape,1,10,2017
1744,KING FIELD,Robbery,,10,2017
1745,LIND - BOHANON,Aggravated Assault,3,10,2017
1746,LIND - BOHANON,Arson,,10,2017
1747,LIND - BOHANON,Auto Theft,3,10,2017
1748,LIND - BOHANON,Burglary,5,10,2017
1749,LIND - BOHANON,Homicide,,10,2017
1750,LIND - BOHANON,Larceny,6,10,2017
1751,LIND - BOHANON,Rape,1,10,2017
1752,LIND - BOHANON,Robbery,1,10,2017
1753,LINDEN HILLS,Aggravated Assault,1,10,2017
1754,LINDEN HILLS,Arson,,10,2017
1755,LINDEN HILLS,Auto Theft,2,10,2017
1756,LINDEN HILLS,Burglary,10,10,2017
1757,LINDEN HILLS,Homicide,,10,2017
1758,LINDEN HILLS,Larceny,11,10,2017
1759,LINDEN HILLS,Rape,,10,2017
1760,LINDEN HILLS,Robbery,,10,2017
1761,LOGAN PARK,Aggravated Assault,,10,2017
1762,LOGAN PARK,Arson,,10,2017
1763,LOGAN PARK,Auto Theft,,10,2017
1764,LOGAN PARK,Burglary,,10,2017
1765,LOGAN PARK,Homicide,,10,2017
1766,LOGAN PARK,Larceny,3,10,2017
1767,LOGAN PARK,Rape,,10,2017
1768,LOGAN PARK,Robbery,1,10,2017
1769,LONGFELLOW,Aggravated Assault,7,10,2017
1770,LONGFELLOW,Arson,,10,2017
1771,LONGFELLOW,Auto Theft,3,10,2017
1772,LONGFELLOW,Burglary,3,10,2017
1773,LONGFELLOW,Homicide,,10,2017
1774,LONGFELLOW,Larceny,36,10,2017
1775,LONGFELLOW,Rape,,10,2017
1776,LONGFELLOW,Robbery,4,10,2017
1777,LORING PARK,Aggravated Assault,3,10,2017
1778,LORING PARK,Arson,,10,2017
1779,LORING PARK,Auto Theft,3,10,2017
1780,LORING PARK,Burglary,3,10,2017
1781,LORING PARK,Homicide,,10,2017
1782,LORING PARK,Larceny,41,10,2017
1783,LORING PARK,Rape,1,10,2017
1784,LORING PARK,Robbery,2,10,2017
1785,LOWRY HILL,Aggravated Assault,,10,2017
1786,LOWRY HILL,Arson,,10,2017
1787,LOWRY HILL,Auto Theft,3,10,2017
1788,LOWRY HILL,Burglary,2,10,2017
1789,LOWRY HILL,Homicide,,10,2017
1790,LOWRY HILL,Larceny,15,10,2017
1791,LOWRY HILL,Rape,,10,2017
1792,LOWRY HILL,Robbery,1,10,2017
1793,LOWRY HILL EAST,Aggravated Assault,1,10,2017
1794,LOWRY HILL EAST,Arson,,10,2017
1795,LOWRY HILL EAST,Auto Theft,4,10,2017
1796,LOWRY HILL EAST,Burglary,3,10,2017
1797,LOWRY HILL EAST,Homicide,,10,2017
1798,LOWRY HILL EAST,Larceny,36,10,2017
1799,LOWRY HILL EAST,Rape,2,10,2017
1800,LOWRY HILL EAST,Robbery,4,10,2017
1801,LYNDALE,Aggravated Assault,1,10,2017
1802,LYNDALE,Arson,1,10,2017
1803,LYNDALE,Auto Theft,3,10,2017
1804,LYNDALE,Burglary,8,10,2017
1805,LYNDALE,Homicide,,10,2017
1806,LYNDALE,Larceny,18,10,2017
1807,LYNDALE,Rape,1,10,2017
1808,LYNDALE,Robbery,4,10,2017
1809,LYNNHURST,Aggravated Assault,,10,2017
1810,LYNNHURST,Arson,,10,2017
1811,LYNNHURST,Auto Theft,,10,2017
1812,LYNNHURST,Burglary,2,10,2017
1813,LYNNHURST,Homicide,,10,2017
1814,LYNNHURST,Larceny,5,10,2017
1815,LYNNHURST,Rape,,10,2017
1816,LYNNHURST,Robbery,,10,2017
1817,MARCY HOLMES,Aggravated Assault,,10,2017
1818,MARCY HOLMES,Arson,,10,2017
1819,MARCY HOLMES,Auto Theft,12,10,2017
1820,MARCY HOLMES,Burglary,8,10,2017
1821,MARCY HOLMES,Homicide,,10,2017
1822,MARCY HOLMES,Larceny,53,10,2017
1823,MARCY HOLMES,Rape,1,10,2017
1824,MARCY HOLMES,Robbery,5,10,2017
1825,MARSHALL TERRACE,Aggravated Assault,,10,2017
1826,MARSHALL TERRACE,Arson,,10,2017
1827,MARSHALL TERRACE,Auto Theft,,10,2017
1828,MARSHALL TERRACE,Burglary,,10,2017
1829,MARSHALL TERRACE,Homicide,,10,2017
1830,MARSHALL TERRACE,Larceny,2,10,2017
1831,MARSHALL TERRACE,Rape,,10,2017
1832,MARSHALL TERRACE,Robbery,,10,2017
1833,MCKINLEY,Aggravated Assault,6,10,2017
1834,MCKINLEY,Arson,,10,2017
1835,MCKINLEY,Auto Theft,2,10,2017
1836,MCKINLEY,Burglary,8,10,2017
1837,MCKINLEY,Homicide,,10,2017
1838,MCKINLEY,Larceny,4,10,2017
1839,MCKINLEY,Rape,,10,2017
1840,MCKINLEY,Robbery,2,10,2017
1841,MID - CITY INDUSTRIAL,Aggravated Assault,,10,2017
1842,MID - CITY INDUSTRIAL,Arson,,10,2017
1843,MID - CITY INDUSTRIAL,Auto Theft,2,10,2017
1844,MID - CITY INDUSTRIAL,Burglary,1,10,2017
1845,MID - CITY INDUSTRIAL,Homicide,,10,2017
1846,MID - CITY INDUSTRIAL,Larceny,4,10,2017
1847,MID - CITY INDUSTRIAL,Rape,,10,2017
1848,MID - CITY INDUSTRIAL,Robbery,,10,2017
1849,MIDTOWN PHILLIPS,Aggravated Assault,11,10,2017
1850,MIDTOWN PHILLIPS,Arson,,10,2017
1851,MIDTOWN PHILLIPS,Auto Theft,6,10,2017
1852,MIDTOWN PHILLIPS,Burglary,4,10,2017
1853,MIDTOWN PHILLIPS,Homicide,,10,2017
1854,MIDTOWN PHILLIPS,Larceny,13,10,2017
1855,MIDTOWN PHILLIPS,Rape,1,10,2017
1856,MIDTOWN PHILLIPS,Robbery,2,10,2017
1857,MINNEHAHA,Aggravated Assault,,10,2017
1858,MINNEHAHA,Arson,,10,2017
1859,MINNEHAHA,Auto Theft,,10,2017
1860,MINNEHAHA,Burglary,7,10,2017
1861,MINNEHAHA,Homicide,,10,2017
1862,MINNEHAHA,Larceny,4,10,2017
1863,MINNEHAHA,Rape,,10,2017
1864,MINNEHAHA,Robbery,1,10,2017
1865,MORRIS PARK,Aggravated Assault,,10,2017
1866,MORRIS PARK,Arson,,10,2017
1867,MORRIS PARK,Auto Theft,1,10,2017
1868,MORRIS PARK,Burglary,2,10,2017
1869,MORRIS PARK,Homicide,,10,2017
1870,MORRIS PARK,Larceny,2,10,2017
1871,MORRIS PARK,Rape,,10,2017
1872,MORRIS PARK,Robbery,,10,2017
1873,NEAR - NORTH,Aggravated Assault,18,10,2017
1874,NEAR - NORTH,Arson,1,10,2017
1875,NEAR - NORTH,Auto Theft,3,10,2017
1876,NEAR - NORTH,Burglary,8,10,2017
1877,NEAR - NORTH,Homicide,,10,2017
1878,NEAR - NORTH,Larceny,32,10,2017
1879,NEAR - NORTH,Rape,3,10,2017
1880,NEAR - NORTH,Robbery,7,10,2017
1881,NICOLLET ISLAND - EAST BANK,Aggravated Assault,1,10,2017
1882,NICOLLET ISLAND - EAST BANK,Arson,,10,2017
1883,NICOLLET ISLAND - EAST BANK,Auto Theft,,10,2017
1884,NICOLLET ISLAND - EAST BANK,Burglary,,10,2017
1885,NICOLLET ISLAND - EAST BANK,Homicide,,10,2017
1886,NICOLLET ISLAND - EAST BANK,Larceny,4,10,2017
1887,NICOLLET ISLAND - EAST BANK,Rape,,10,2017
1888,NICOLLET ISLAND - EAST BANK,Robbery,,10,2017
1889,NORTH LOOP,Aggravated Assault,1,10,2017
1890,NORTH LOOP,Arson,,10,2017
1891,NORTH LOOP,Auto Theft,1,10,2017
1892,NORTH LOOP,Burglary,1,10,2017
1893,NORTH LOOP,Homicide,,10,2017
1894,NORTH LOOP,Larceny,36,10,2017
1895,NORTH LOOP,Rape,,10,2017
1896,NORTH LOOP,Robbery,3,10,2017
1897,NORTHEAST PARK,Aggravated Assault,,10,2017
1898,NORTHEAST PARK,Arson,,10,2017
1899,NORTHEAST PARK,Auto Theft,,10,2017
1900,NORTHEAST PARK,Burglary,3,10,2017
1901,NORTHEAST PARK,Homicide,,10,2017
1902,NORTHEAST PARK,Larceny,11,10,2017
1903,NORTHEAST PARK,Rape,1,10,2017
1904,NORTHEAST PARK,Robbery,2,10,2017
